time_id,year,month,month_name,artist_mbid,artist,region,sumofstreams,tracks_in_top200,peak_position
202002,2020,2,February ,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,Billie Eilish,UK,27493476,27,1
202002,2020,2,February ,526aab94-697f-44a9-b630-41d1c0505953,Lewis Capaldi,UK,20127852,15,5
202002,2020,2,February ,e0140a67-e4d1-4f13-8a01-364355bee46e,Justin Bieber,UK,18102428,19,6
202002,2020,2,February ,67fd5116-7a49-4abf-a34f-b08774128a7a,Stormzy,UK,16295601,21,7
202002,2020,2,February ,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,UK,14562596,9,1
202002,2020,2,February ,5721c227-4caf-48b1-bbfc-1a4ed3276963,Roddy Ricch,UK,12410829,6,1
202002,2020,2,February ,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,UK,11966489,12,11
202002,2020,2,February ,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Dua Lipa,UK,11283193,6,3
202002,2020,2,February ,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Ed Sheeran,UK,10097614,16,34
202002,2020,2,February ,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem,UK,9625717,10,5
202002,2020,2,February ,f93bac9e-b20a-403e-abc9-06a2fc151df1,Dave,UK,9495065,16,27
202002,2020,2,February ,eca85dd0-f1fb-4e83-8c47-61403f479254,J Hus,UK,9121480,13,22
202002,2020,2,February ,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,Post Malone,UK,8961580,15,27
202002,2020,2,February ,663f33f4-8e5f-4773-93ea-493a1135de9a,Tones And I,UK,8246619,6,4
202002,2020,2,February ,0f16ba6c-1874-42b9-b7a6-e060c2be454e,SAINt JHN,UK,6190526,3,4
202002,2020,2,February ,48262e82-db9f-4a92-b650-dfef979b73ec,Future,UK,6154400,3,6
202002,2020,2,February ,7b545a9d-0be7-4a32-90ff-154489117216,Joel Corry,UK,5798175,6,16
202002,2020,2,February ,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,Selena Gomez,UK,5762856,7,23
202002,2020,2,February ,aa4296e3-f61c-46b5-b4fa-abce5bb62ffb,Arizona Zervas,UK,5625406,3,10
202002,2020,2,February ,016b6741-a443-492c-ae7f-fb0378d3270e,MEDUZA,UK,5396933,7,20
202002,2020,2,February ,6e3dad50-bc58-4050-9b54-94670e3c0bd3,Young T & Bugsey,UK,5340603,7,33
202002,2020,2,February ,4e4ebde4-0c56-4dec-844b-6c73adcdd92d,Juice WRLD,UK,5054932,9,41
202002,2020,2,February ,5df62a88-cac9-490a-b62c-c7c88f4020f4,Doja Cat,UK,4783771,5,19
202002,2020,2,February ,3377f3bb-60fc-4403-aea9-7e800612e060,Halsey,UK,4590344,3,16
202002,2020,2,February ,6e019bc6-5c23-4935-94f0-4a896631d846,Jonas Brothers,UK,4557147,6,29
202002,2020,2,February ,1f90e7b7-1d92-4f02-bcb1-0b0dbdfeb383,DigDat,UK,4528443,6,28
202002,2020,2,February ,6eb5cc6b-8553-4049-abf5-1ace1b6d9e59,Trevor Daniel,UK,4528112,3,14
202002,2020,2,February ,01b8b5bf-06cb-45da-85fb-61ada72fcd69,Camila Cabello,UK,4396052,3,18
202002,2020,2,February ,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,Tame Impala,UK,4174009,9,73
202002,2020,2,February ,a2507d4d-3387-4d31-a6e8-f2c9794fb37e,Jax Jones,UK,4162352,4,21
202002,2020,2,February ,e8ff034d-a40c-4a84-bc49-dba7aaece2fd,KSI,UK,4089628,6,27
202002,2020,2,February ,57dd4661-9f78-4442-8836-482fab983008,Aitch,UK,3868771,7,53
202002,2020,2,February ,5a85c140-dcf9-4dd2-b2c8-aff0471549f3,Sam Smith,UK,3776172,6,29
202002,2020,2,February ,aa9ea04c-6d55-4244-9139-22c75bd19f97,Dermot Kennedy,UK,3436906,6,59
202002,2020,2,February ,8fb5370b-9568-4b61-9da5-2aa12c9928db,Lizzo,UK,3326074,7,90
202002,2020,2,February ,b8638bdc-728d-4d43-a908-7be7db29073b,AJ Tracey,UK,3107577,4,36
202002,2020,2,February ,27bc6f5b-4585-49ab-8d7d-c62b59f5f010,Becky Hill,UK,3043346,3,26
202002,2020,2,February ,e3d5b5ec-101a-4529-9f2d-01dca64cf44e,Anne-Marie,UK,2982075,6,67
202002,2020,2,February ,28737730-ec70-4da5-89c5-77ac13c5c34d,Khalid,UK,2941004,4,44
202002,2020,2,February ,ecebea6a-c064-4409-9699-b0bf6b5df720,NSG,UK,2785175,6,87
202002,2020,2,February ,0d79fe8e-ba27-4859-bb8c-2f255f346853,BTS,UK,2743880,6,83
202002,2020,2,February ,25e8ba80-7018-4893-b4db-c2ae475cab7e,Tobi & Manny,UK,2739768,3,24
202002,2020,2,February ,e07d9474-00ea-4460-ac27-88b46b3d976e,blackbear,UK,2702864,4,48
202002,2020,2,February ,0612bcce-e351-40be-b3d7-2bb5e1c23479,Mustard,UK,2667022,3,39
202002,2020,2,February ,2e2c71a6-1ac8-4442-ba00-c4dea71abd64,Headie One,UK,2624748,6,81
202002,2020,2,February ,0ab49580-c84f-44d4-875f-d83760ea2cfe,Maroon 5,UK,2555153,3,44
202002,2020,2,February ,253c9ae7-850b-46be-8fbb-65e9fa621058,Pop Smoke,UK,2507365,5,52
202002,2020,2,February ,59d6cea7-3771-4ce6-8c02-395ac5ba927a,YNW Melly,UK,2470453,3,38
202002,2020,2,February ,61af87f4-16ee-4431-8504-cc06187079fb,XXXTENTACION,UK,2431899,6,145
202002,2020,2,February ,3f23ce60-38bf-48b1-9f76-9a6582d0784b,Endor,UK,2386536,3,42
202002,2020,2,February ,c3b7ef53-5082-4606-ab6f-f500fa2c7b1c,M Huncho,UK,2375008,4,57
202002,2020,2,February ,e811505e-e3f1-4290-98ca-2d5d054b646b,M24,UK,2369109,3,35
202002,2020,2,February ,3325cdfa-8efc-4662-b3df-c094b78b9da8,D-Block Europe,UK,2350795,6,155
202002,2020,2,February ,9557170d-a5e0-4457-81bb-95b5c6e073b0,Darkoo,UK,2328653,3,45
202002,2020,2,February ,b32ef74f-9707-4fb2-a45d-142d7201ea9e,Regard,UK,2212035,3,50
202002,2020,2,February ,330e00e4-7991-4b47-b2be-3881aa5afed6,Lil Mosey,UK,2207574,3,40
202002,2020,2,February ,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,Travis Scott,UK,2195596,4,70
202002,2020,2,February ,3ac96b4c-4f42-48c8-b793-84dbf54d7ac6,BROCKHAMPTON,UK,2183737,3,53
202002,2020,2,February ,b7d92248-97e3-4450-8057-6fe06738f735,Shawn Mendes,UK,2057107,3,61
202002,2020,2,February ,39ab1aed-75e0-4140-bd47-540276886b60,Oasis,UK,2041259,5,132
202002,2020,2,February ,95e1ead9-4d31-4808-a7ac-32c3614c116b,The Killers,UK,1965670,3,65
202002,2020,2,February ,84354abd-2ead-48a3-9690-6627d917b605,Tom Walker,UK,1958437,4,73
202002,2020,2,February ,ba0e7638-0cd6-4ff4-8987-c3e224d22c23,Kygo,UK,1849594,3,72
202002,2020,2,February ,c5d8019c-fe79-4968-9329-f7af6cdc26f3,Ali Gatie,UK,1823876,3,74
202002,2020,2,February ,e337c918-098f-418e-97a2-81dc224b1bf9,Dominic Fike,UK,1821935,3,69
202002,2020,2,February ,4545675e-4006-4271-8e82-703cae7e1748,MK,UK,1797749,3,63
202002,2020,2,February ,55e6074f-ef78-4ec3-8fff-bd1b8cc8c14a,Niall Horan,UK,1795466,4,116
202002,2020,2,February ,87ae83df-6173-40cc-a0f2-bad543faa6aa,DaBaby,UK,1773605,3,71
202002,2020,2,February ,5b6ebfe0-f72b-4902-bba9-74c8af0f1af0,The 1975,UK,1768009,4,89
202002,2020,2,February ,a0723a3c-4135-438e-85c5-012712144ede,Don Toliver,UK,1762472,3,66
202002,2020,2,February ,ae515b61-757e-49c2-b78b-b6534b255c83,Surfaces,UK,1758608,3,56
202002,2020,2,February ,5d27a55a-5731-4ef5-a3ad-d5b44251db0f,JP Saxe,UK,1715304,3,82
202002,2020,2,February ,60a5ea44-537e-4f60-867c-d7789b6d4255,Nathan Dawe,UK,1692344,3,80
202002,2020,2,February ,3a592f93-5c88-4b7c-a10f-8eb3dcbadde7,Mabel,UK,1680403,3,81
202002,2020,2,February ,e6fdf3f9-8077-4126-b0cf-94da9a8b627e,Lil Tecca,UK,1677997,3,85
202002,2020,2,February ,de67fa7b-9910-4a52-aaea-ccf5064d3faf,Fredo,UK,1651201,3,77
202002,2020,2,February ,650e7db6-b795-4eb5-a702-5ea2fc46c848,Lady Gaga,UK,1626835,3,96
202002,2020,2,February ,9fff2f8a-21e6-47de-a2b8-7f449929d43f,Drake,UK,1623052,4,136
202002,2020,2,February ,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,Ariana Grande,UK,1591538,4,146
202002,2020,2,February ,2c5e2a98-d9ea-46b5-9618-d9bb4863a920,George Ezra,UK,1560794,3,99
202002,2020,2,February ,1fda852b-92e9-4562-82fa-c52820a77b23,The Pussycat Dolls,UK,1519627,3,75
202002,2020,2,February ,49c7b63f-fb89-4ef6-af44-de3cdb8332c1,Lil Pino,UK,1506987,3,80
202002,2020,2,February ,bfb7bc12-4b79-412f-8303-ad6d7c772aca,Powfu,UK,1505527,2,44
202002,2020,2,February ,5df148ae-78eb-495a-8a0b-d16f3105992d,Noah Cyrus,UK,1469774,3,99
202002,2020,2,February ,5a7eccc1-3186-4ac9-9986-878002312d1f,MIST,UK,1451265,3,108
202002,2020,2,February ,c1708d03-8a66-46eb-848e-fe0d233ffb39,A Boogie Wit da Hoodie,UK,1446854,3,83
202002,2020,2,February ,0fe5df51-ba65-4784-ba85-7d024a107a8a,24kGoldn,UK,1411785,2,46
202002,2020,2,February ,b2252b38-dbbc-47dc-b7c7-1dfc3cd2dd59,RussMB,UK,1408488,3,115
202002,2020,2,February ,fb1a719c-b121-48ca-835b-30bb8371261f,B Young,UK,1399418,2,58
202002,2020,2,February ,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,Olivia Rodrigo,UK,1375860,3,119
202002,2020,2,February ,add5f522-25df-41c4-815e-0ca9f60b83e4,Ava Max,UK,1341120,3,126
202002,2020,2,February ,14266c71-6680-43b4-8913-e15bf05bd788,Sigala,UK,1315800,3,105
202002,2020,2,February ,301b45a4-b8b9-410e-8344-4b4eaf96691a,Marshmello,UK,1313358,3,132
202002,2020,2,February ,5a6131f9-f8db-4722-b4d7-6a0c7183c590,benny blanco,UK,1311779,3,128
202002,2020,2,February ,d62614aa-ef2c-44cd-8a7b-91292755a1d0,Jorja Smith,UK,1310415,3,120
202002,2020,2,February ,830e5c4e-6b7d-431d-86ab-00c751281dc5,5 Seconds of Summer,UK,1309370,3,93
202002,2020,2,February ,56f62fe8-d3a0-46e0-b5df-a64a8b4b4274,James Arthur,UK,1307997,3,136
202002,2020,2,February ,46a6ca47-43b3-4ac4-82ee-189cc5ad549b,Sam Feldt,UK,1306628,3,124
202002,2020,2,February ,9b085502-2c93-446f-ab1b-858e281471ff,Riton,UK,1290373,3,121
202002,2020,2,February ,8264722b-df00-467a-858e-5c97cda169c9,Joji,UK,1275024,2,49
202002,2020,2,February ,d44b92db-dd49-4636-abe8-7c381f90b7aa,Lil Tjay,UK,1267546,3,140
202002,2020,2,February ,f23ef341-33bd-47c1-b83c-846a78581f05,PARTYNEXTDOOR,UK,1265399,3,111
202002,2020,2,February ,0b30341b-b59d-4979-8130-b66c0e475321,Lil Nas X,UK,1250991,3,143
202002,2020,2,February ,c234fa42-e6a6-443e-937e-2f4b073538a3,Chris Brown,UK,1242592,3,137
202002,2020,2,February ,df36f6db-5987-46ed-9d02-0cf36ed4e060,Vance Joy,UK,1222750,3,149
202002,2020,2,February ,61314ff2-7b52-4296-a0b8-af61dc08bdd1,CamelPhat,UK,1205780,3,146
202002,2020,2,February ,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,Queen,UK,1193836,3,161
202002,2020,2,February ,929ca8c3-5df3-4fe9-bc59-f8d603780bce,Idina Menzel,UK,1171936,3,162
202002,2020,2,February ,b9472588-93f3-4922-a1a2-74082cdf9ce8,Panic! At The Disco,UK,1168495,3,167
202002,2020,2,February ,702a52e5-a3bf-4098-9d8d-0e556b5ccbb7,TOKYO’S REVENGE,UK,1157236,2,57
202002,2020,2,February ,33cf3954-10af-4dcb-985f-9420d1fa4168,Dan + Shay,UK,1125405,3,186
202002,2020,2,February ,bce2c380-ef99-4c34-80dc-ad04b490d3b1,JAY1,UK,1057896,2,105
202002,2020,2,February ,20244d07-534f-4eff-b4d4-930878889970,Taylor Swift,UK,891251,2,107
202002,2020,2,February ,7ed0071d-c1ae-4308-9cb0-04c6244a4dc0,Poundz,UK,862166,2,113
202002,2020,2,February ,471e21ab-7a14-4190-a9d2-f95197616df4,Matthew Wilder,UK,861574,2,123
202002,2020,2,February ,36086094-c2a4-49b9-8572-0fbf12fc3409,Ashe,UK,818535,1,48
202002,2020,2,February ,7c5643c0-6462-4bc2-8f82-25513c65cdea,Steel Banglez,UK,773388,2,163
202002,2020,2,February ,012151a8-0f9a-44c9-997f-ebd68b5389f9,Imagine Dragons,UK,753391,2,191
202002,2020,2,February ,aabb1d9f-be12-45b3-a84d-a1fc3e8181fd,Tiësto,UK,741694,2,173
202002,2020,2,February ,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,Fleetwood Mac,UK,740364,2,187
202002,2020,2,February ,abd506e1-6f2b-4d6f-b937-92c267f6f88b,Journey,UK,737012,2,185
202002,2020,2,February ,3bdf9667-3205-4c5b-865b-ca3bb33fc5ac,Toploader,UK,732301,2,183
202002,2020,2,February ,aab5c954-cabe-432e-899e-1c4f99757327,TOTO,UK,721490,2,196
202002,2020,2,February ,d0b358fa-a79c-4b23-aaba-29c080709417,MoStack,UK,544584,1,91
202002,2020,2,February ,f5bbb328-6990-45ff-bb42-0dcb97d47ddf,Gerry Cinnamon,UK,470984,1,119
202002,2020,2,February ,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,Mac Miller,UK,437794,1,134
202002,2020,2,February ,3aac8aa7-e604-471f-ae4c-1d50c3f2b92e,OFB,UK,430072,1,139
202002,2020,2,February ,201412c6-7ced-472b-87a9-9259ec3c07d3,Brent Faiyaz,UK,421331,1,145
202002,2020,2,February ,e3fb499e-47c0-49f1-bda8-a52a4a7128ce,Sam Fischer,UK,417360,1,147
202002,2020,2,February ,75a72702-a5ef-4513-bca5-c5b944903546,John Legend,UK,413561,1,169
202002,2020,2,February ,0221734a-35a8-40f7-b5c5-2f61a200bc7c,Migos,UK,412757,1,170
202002,2020,2,February ,9fa57360-758e-49be-af6d-85e54916b928,ZieZie,UK,390246,1,169
202002,2020,2,February ,e21857d5-3256-4547-afb3-4b6ded592596,Gorillaz,UK,385282,1,171
202002,2020,2,February ,d42a5768-ada1-4fb6-85fd-f61aba6264e0,Lil Baby,UK,377984,1,176
202002,2020,2,February ,1036b808-f58c-4a3e-b461-a2c4492ecf1b,Nicki Minaj,UK,377268,1,179
202002,2020,2,February ,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,UK,373074,1,185
202002,2020,2,February ,40f7aa85-c5a8-4905-b0ae-2c0352381028,Hardy Caprio,UK,367989,1,190
202002,2020,2,February ,9f8b1931-59a1-4427-bc0d-d78d17b833ab,Y2K,UK,364374,1,194
202001,2020,1,January  ,67fd5116-7a49-4abf-a34f-b08774128a7a,Stormzy,UK,42968420,47,2
202001,2020,1,January  ,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem,UK,42906492,43,2
202001,2020,1,January  ,526aab94-697f-44a9-b630-41d1c0505953,Lewis Capaldi,UK,34813692,26,4
202001,2020,1,January  ,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,Billie Eilish,UK,30714952,36,7
202001,2020,1,January  ,eca85dd0-f1fb-4e83-8c47-61403f479254,J Hus,UK,27720228,31,11
202001,2020,1,January  ,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,UK,23094308,22,9
202001,2020,1,January  ,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Ed Sheeran,UK,18807620,25,24
202001,2020,1,January  ,5721c227-4caf-48b1-bbfc-1a4ed3276963,Roddy Ricch,UK,18672344,10,1
202001,2020,1,January  ,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,Post Malone,UK,17846108,27,16
202001,2020,1,January  ,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,UK,16180121,10,2
202001,2020,1,January  ,663f33f4-8e5f-4773-93ea-493a1135de9a,Tones And I,UK,14739248,6,1
202001,2020,1,January  ,f93bac9e-b20a-403e-abc9-06a2fc151df1,Dave,UK,14222294,23,34
202001,2020,1,January  ,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Dua Lipa,UK,12718058,6,5
202001,2020,1,January  ,aa4296e3-f61c-46b5-b4fa-abce5bb62ffb,Arizona Zervas,UK,12521370,5,3
202001,2020,1,January  ,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,Selena Gomez,UK,11631129,12,17
202001,2020,1,January  ,c3b7ef53-5082-4606-ab6f-f500fa2c7b1c,M Huncho,UK,11296525,20,31
202001,2020,1,January  ,016b6741-a443-492c-ae7f-fb0378d3270e,MEDUZA,UK,11047220,10,11
202001,2020,1,January  ,48262e82-db9f-4a92-b650-dfef979b73ec,Future,UK,10669432,4,3
202001,2020,1,January  ,1f90e7b7-1d92-4f02-bcb1-0b0dbdfeb383,DigDat,UK,10607435,12,9
202001,2020,1,January  ,e0140a67-e4d1-4f13-8a01-364355bee46e,Justin Bieber,UK,10485910,6,6
202001,2020,1,January  ,4e4ebde4-0c56-4dec-844b-6c73adcdd92d,Juice WRLD,UK,10383806,16,33
202001,2020,1,January  ,6e3dad50-bc58-4050-9b54-94670e3c0bd3,Young T & Bugsey,UK,9324956,10,30
202001,2020,1,January  ,8fb5370b-9568-4b61-9da5-2aa12c9928db,Lizzo,UK,8410439,17,46
202001,2020,1,January  ,01b8b5bf-06cb-45da-85fb-61ada72fcd69,Camila Cabello,UK,8201677,7,13
202001,2020,1,January  ,6eb5cc6b-8553-4049-abf5-1ace1b6d9e59,Trevor Daniel,UK,8068620,5,14
202001,2020,1,January  ,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,Travis Scott,UK,7901628,14,40
202001,2020,1,January  ,b8638bdc-728d-4d43-a908-7be7db29073b,AJ Tracey,UK,7251433,11,32
202001,2020,1,January  ,3377f3bb-60fc-4403-aea9-7e800612e060,Halsey,UK,6911843,9,19
202001,2020,1,January  ,e07d9474-00ea-4460-ac27-88b46b3d976e,blackbear,UK,6491644,7,17
202001,2020,1,January  ,a2507d4d-3387-4d31-a6e8-f2c9794fb37e,Jax Jones,UK,6430777,5,22
202001,2020,1,January  ,57dd4661-9f78-4442-8836-482fab983008,Aitch,UK,6404067,10,60
202001,2020,1,January  ,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,Mac Miller,UK,6337967,11,40
202001,2020,1,January  ,3325cdfa-8efc-4662-b3df-c094b78b9da8,D-Block Europe,UK,6267531,14,64
202001,2020,1,January  ,b32ef74f-9707-4fb2-a45d-142d7201ea9e,Regard,UK,6246328,5,15
202001,2020,1,January  ,3f23ce60-38bf-48b1-9f76-9a6582d0784b,Endor,UK,5991853,5,22
202001,2020,1,January  ,0ab49580-c84f-44d4-875f-d83760ea2cfe,Maroon 5,UK,5750600,5,18
202001,2020,1,January  ,5a7eccc1-3186-4ac9-9986-878002312d1f,MIST,UK,5668412,10,50
202001,2020,1,January  ,6e019bc6-5c23-4935-94f0-4a896631d846,Jonas Brothers,UK,5371124,8,29
202001,2020,1,January  ,84354abd-2ead-48a3-9690-6627d917b605,Tom Walker,UK,5345172,10,61
202001,2020,1,January  ,5df62a88-cac9-490a-b62c-c7c88f4020f4,Doja Cat,UK,4906195,7,28
202001,2020,1,January  ,87ae83df-6173-40cc-a0f2-bad543faa6aa,DaBaby,UK,4869337,9,65
202001,2020,1,January  ,59d6cea7-3771-4ce6-8c02-395ac5ba927a,YNW Melly,UK,4844692,7,42
202001,2020,1,January  ,9557170d-a5e0-4457-81bb-95b5c6e073b0,Darkoo,UK,4774254,5,34
202001,2020,1,January  ,9fff2f8a-21e6-47de-a2b8-7f449929d43f,Drake,UK,4571921,11,115
202001,2020,1,January  ,e8ff034d-a40c-4a84-bc49-dba7aaece2fd,KSI,UK,4528252,6,14
202001,2020,1,January  ,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,Ariana Grande,UK,4430955,10,87
202001,2020,1,January  ,7b545a9d-0be7-4a32-90ff-154489117216,Joel Corry,UK,4415137,7,49
202001,2020,1,January  ,b7d92248-97e3-4450-8057-6fe06738f735,Shawn Mendes,UK,4302276,5,34
202001,2020,1,January  ,a0723a3c-4135-438e-85c5-012712144ede,Don Toliver,UK,4264990,5,41
202001,2020,1,January  ,61af87f4-16ee-4431-8504-cc06187079fb,XXXTENTACION,UK,4057476,10,132
202001,2020,1,January  ,de67fa7b-9910-4a52-aaea-ccf5064d3faf,Fredo,UK,4016606,5,42
202001,2020,1,January  ,0f16ba6c-1874-42b9-b7a6-e060c2be454e,SAINt JHN,UK,3948101,5,24
202001,2020,1,January  ,9b085502-2c93-446f-ab1b-858e281471ff,Riton,UK,3897377,5,39
202001,2020,1,January  ,3ac96b4c-4f42-48c8-b793-84dbf54d7ac6,BROCKHAMPTON,UK,3866383,5,51
202001,2020,1,January  ,aa9ea04c-6d55-4244-9139-22c75bd19f97,Dermot Kennedy,UK,3807331,8,103
202001,2020,1,January  ,0612bcce-e351-40be-b3d7-2bb5e1c23479,Mustard,UK,3720487,5,45
202001,2020,1,January  ,39ab1aed-75e0-4140-bd47-540276886b60,Oasis,UK,3655848,9,136
202001,2020,1,January  ,28737730-ec70-4da5-89c5-77ac13c5c34d,Khalid,UK,3595917,6,72
202001,2020,1,January  ,55e6074f-ef78-4ec3-8fff-bd1b8cc8c14a,Niall Horan,UK,3595436,5,47
202001,2020,1,January  ,e337c918-098f-418e-97a2-81dc224b1bf9,Dominic Fike,UK,3446169,5,58
202001,2020,1,January  ,ba0e7638-0cd6-4ff4-8987-c3e224d22c23,Kygo,UK,3428785,5,52
202001,2020,1,January  ,95e1ead9-4d31-4808-a7ac-32c3614c116b,The Killers,UK,3378495,5,63
202001,2020,1,January  ,e6fdf3f9-8077-4126-b0cf-94da9a8b627e,Lil Tecca,UK,3284534,5,56
202001,2020,1,January  ,0b30341b-b59d-4979-8130-b66c0e475321,Lil Nas X,UK,3277724,7,77
202001,2020,1,January  ,5a85c140-dcf9-4dd2-b2c8-aff0471549f3,Sam Smith,UK,3242680,7,76
202001,2020,1,January  ,3a592f93-5c88-4b7c-a10f-8eb3dcbadde7,Mabel,UK,3024178,6,88
202001,2020,1,January  ,2e2c71a6-1ac8-4442-ba00-c4dea71abd64,Headie One,UK,2976277,6,94
202001,2020,1,January  ,d62614aa-ef2c-44cd-8a7b-91292755a1d0,Jorja Smith,UK,2967405,5,55
202001,2020,1,January  ,f23ef341-33bd-47c1-b83c-846a78581f05,PARTYNEXTDOOR,UK,2904069,5,79
202001,2020,1,January  ,14266c71-6680-43b4-8913-e15bf05bd788,Sigala,UK,2899351,5,81
202001,2020,1,January  ,5df148ae-78eb-495a-8a0b-d16f3105992d,Noah Cyrus,UK,2822721,5,84
202001,2020,1,January  ,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,Queen,UK,2817124,7,127
202001,2020,1,January  ,5d27a55a-5731-4ef5-a3ad-d5b44251db0f,JP Saxe,UK,2760569,5,87
202001,2020,1,January  ,2c5e2a98-d9ea-46b5-9618-d9bb4863a920,George Ezra,UK,2740238,5,85
202001,2020,1,January  ,650e7db6-b795-4eb5-a702-5ea2fc46c848,Lady Gaga,UK,2688901,5,92
202001,2020,1,January  ,b2252b38-dbbc-47dc-b7c7-1dfc3cd2dd59,RussMB,UK,2595124,5,96
202001,2020,1,January  ,ecebea6a-c064-4409-9699-b0bf6b5df720,NSG,UK,2532011,5,105
202001,2020,1,January  ,9fa57360-758e-49be-af6d-85e54916b928,ZieZie,UK,2504416,5,97
202001,2020,1,January  ,add5f522-25df-41c4-815e-0ca9f60b83e4,Ava Max,UK,2498069,5,95
202001,2020,1,January  ,929ca8c3-5df3-4fe9-bc59-f8d603780bce,Idina Menzel,UK,2495086,5,79
202001,2020,1,January  ,aabb1d9f-be12-45b3-a84d-a1fc3e8181fd,Tiësto,UK,2414341,5,73
202001,2020,1,January  ,46a6ca47-43b3-4ac4-82ee-189cc5ad549b,Sam Feldt,UK,2384922,5,108
202001,2020,1,January  ,c234fa42-e6a6-443e-937e-2f4b073538a3,Chris Brown,UK,2377559,5,106
202001,2020,1,January  ,4545675e-4006-4271-8e82-703cae7e1748,MK,UK,2364438,5,99
202001,2020,1,January  ,5a6131f9-f8db-4722-b4d7-6a0c7183c590,benny blanco,UK,2329576,5,116
202001,2020,1,January  ,301b45a4-b8b9-410e-8344-4b4eaf96691a,Marshmello,UK,2325934,5,107
202001,2020,1,January  ,27bc6f5b-4585-49ab-8d7d-c62b59f5f010,Becky Hill,UK,2270053,4,60
202001,2020,1,January  ,bce2c380-ef99-4c34-80dc-ad04b490d3b1,JAY1,UK,2203366,5,111
202001,2020,1,January  ,d44b92db-dd49-4636-abe8-7c381f90b7aa,Lil Tjay,UK,2185434,5,125
202001,2020,1,January  ,b9472588-93f3-4922-a1a2-74082cdf9ce8,Panic! At The Disco,UK,2163114,5,118
202001,2020,1,January  ,7ed0071d-c1ae-4308-9cb0-04c6244a4dc0,Poundz,UK,2133249,5,115
202001,2020,1,January  ,7c5643c0-6462-4bc2-8f82-25513c65cdea,Steel Banglez,UK,2116716,5,130
202001,2020,1,January  ,56f62fe8-d3a0-46e0-b5df-a64a8b4b4274,James Arthur,UK,2076654,5,146
202001,2020,1,January  ,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,Olivia Rodrigo,UK,2032826,5,138
202001,2020,1,January  ,e3d5b5ec-101a-4529-9f2d-01dca64cf44e,Anne-Marie,UK,2005590,5,138
202001,2020,1,January  ,df36f6db-5987-46ed-9d02-0cf36ed4e060,Vance Joy,UK,1984008,5,146
202001,2020,1,January  ,9f8b1931-59a1-4427-bc0d-d78d17b833ab,Y2K,UK,1972907,5,141
202001,2020,1,January  ,40f7aa85-c5a8-4905-b0ae-2c0352381028,Hardy Caprio,UK,1942142,5,157
202001,2020,1,January  ,5b6ebfe0-f72b-4902-bba9-74c8af0f1af0,The 1975,UK,1937546,3,41
202001,2020,1,January  ,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,Fleetwood Mac,UK,1915925,5,174
202001,2020,1,January  ,d42a5768-ada1-4fb6-85fd-f61aba6264e0,Lil Baby,UK,1902161,5,155
202001,2020,1,January  ,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,Tame Impala,UK,1875113,5,164
202001,2020,1,January  ,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,Calvin Harris,UK,1834392,5,166
202001,2020,1,January  ,471e21ab-7a14-4190-a9d2-f95197616df4,Matthew Wilder,UK,1830339,3,85
202001,2020,1,January  ,8837b875-3689-4646-b3fd-d8b53815c7a8,Lil Uzi Vert,UK,1467254,3,102
202001,2020,1,January  ,3bdf9667-3205-4c5b-865b-ca3bb33fc5ac,Toploader,UK,1448244,4,181
202001,2020,1,January  ,0443fb76-2a30-433a-b28e-606f6303f86e,Ant Saunders,UK,1357546,3,101
202001,2020,1,January  ,0476663e-5e1b-4102-8d15-e6ec8d481a3a,Bugzy Malone,UK,1314503,3,137
