track_spotifyID,artist_spotifyID,artist_mbid,artist_name,artist_fychart_name,track_url,track_popularity,track_duration_ms,track_is_local,albumID,album_track_number,album_release_date,album_type
1c0hsvHLELX6y8qymnpLKL,4VMYDCV2IEDYJArk749S6m,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Daddy Yankee,Lunay,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,81,266086,FALSE,2m9Vuc9Q19qhSm6RQmBgsR,1,10/05/2019,single
1c0hsvHLELX6y8qymnpLKL,4q3ewBCX7sLwd24euuV69X,89aa5ecb-59ad-46f5-b3eb-2d424e941f19,Bad Bunny,Lunay,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,81,266086,FALSE,2m9Vuc9Q19qhSm6RQmBgsR,1,10/05/2019,single
7g8YaUQABMal0zWe7a2ijz,0KPX4Ucy9dk82uj4GpKesn,299f7958-15f5-4ca2-b4ed-222b169dd74e,Dalex,Dalex,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,81,360960,FALSE,6stPNzjz40FWTiwlOR98Lp,14,10/05/2019,album
7g8YaUQABMal0zWe7a2ijz,11YLRSsZA3YVuQQtHXKTlz,,Rafa Pabön,Dalex,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,81,360960,FALSE,6stPNzjz40FWTiwlOR98Lp,14,10/05/2019,album
7g8YaUQABMal0zWe7a2ijz,77ziqFxp5gaInVrF2lj4ht,709f5e96-51cd-49b4-a8e4-0ca0bf808de3,Sech,Dalex,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,81,360960,FALSE,6stPNzjz40FWTiwlOR98Lp,14,10/05/2019,album
7g8YaUQABMal0zWe7a2ijz,1pQWsZQehhS4wavwh7Fnxd,9ded7dc2-70e1-4cdc-9845-27ad38c9e5fc,Lenny Tavárez,Dalex,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,81,360960,FALSE,6stPNzjz40FWTiwlOR98Lp,14,10/05/2019,album
7g8YaUQABMal0zWe7a2ijz,4m6ubhNsdwF4psNf3R8kwR,f222364e-abef-48a2-b440-5525ee985cb5,KHEA,Dalex,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,81,360960,FALSE,6stPNzjz40FWTiwlOR98Lp,14,10/05/2019,album
7g8YaUQABMal0zWe7a2ijz,6w3SkAHYPsQ1bxV7VDlG5y,1d47b224-2cd9-4852-8e55-b9ec635e0c43,Cazzu,Dalex,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,81,360960,FALSE,6stPNzjz40FWTiwlOR98Lp,14,10/05/2019,album
7g8YaUQABMal0zWe7a2ijz,2LRoIwlKmHjgvigdNGBHNo,eaee97f6-f2e4-414a-966c-f31a1fb4696a,Feid,Dalex,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,81,360960,FALSE,6stPNzjz40FWTiwlOR98Lp,14,10/05/2019,album
7IkZpSOJKGXCGhqAvHs7FG,5j21TGkrNEAJe3gG9VlS34,eb7215c0-913b-4403-a7e2-62d22393e358,Shindy,Shindy,https://open.spotify.com/track/7IkZpSOJKGXCGhqAvHs7FG,59,183692,FALSE,4241ujVBEoKy1aWRWFyV5z,1,10/05/2019,single
1iWHabUgUuuKLBa0TzTHfk,5ZsFI1h6hIdQRw2ti0hz81,985f7e6f-0a7e-4de7-b9ec-a5dac63cb2f7,ZAYN,ZAYN,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,75,242956,FALSE,1m8eXQqp3QCQyR56fgbm6o,1,09/05/2019,single
1iWHabUgUuuKLBa0TzTHfk,1CO6e7WRJvSFenmQO8n64C,93d3e5e3-82c6-4e2c-aa3c-39404f969b88,Zhavia Ward,ZAYN,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,75,242956,FALSE,1m8eXQqp3QCQyR56fgbm6o,1,09/05/2019,single
5sCwso3aURYAdieWEFI1nE,4xRYI6VqpkE3UwrDrAZL8L,713e751f-3ddb-4b77-b3b1-9e6f2e953ad5,Logic,Logic,https://open.spotify.com/track/5sCwso3aURYAdieWEFI1nE,4,265266,FALSE,6GeHCNwwqMMUrpxuGTRYcf,9,10/05/2019,album
5sCwso3aURYAdieWEFI1nE,13y7CgLHjMVRMDqxdx0Xdo,36494952-f434-45d8-a958-8b4acdbcf8a8,Gucci Mane,Logic,https://open.spotify.com/track/5sCwso3aURYAdieWEFI1nE,4,265266,FALSE,6GeHCNwwqMMUrpxuGTRYcf,9,10/05/2019,album
